Tag,Normalized,Count,Status,Variants
"early-1900s attire","early 1900s attire",1,"other",""
"asheville sports","asheville sports",1,"other",""
"troll appearances","troll appearances",1,"other",""
"sauna session","sauna session",1,"other",""
"cold plunge","cold plunge",1,"other",""
"open wine bar","open wine bar",1,"other",""
"heavy hors d'oeuvres","heavy hors d'oeuvres",1,"other",""
"deadhead-friendly","deadhead friendly",1,"other",""
"conflict resolution","conflict resolution",1,"other",""
"roleplay exercises","roleplay exercises",1,"other",""
"in-person training","in person training",1,"other",""
"espresso brewing","espresso brewing",1,"other",""
"home barista","home barista",1,"other",""
"milk steaming","milk steaming",1,"other",""
"continuing-education","continuing education",1,"other",""
"licensed-counselors","licensed counselors",1,"other",""
"multi-day-conference","multi day conference",1,"other",""
"tribute music","tribute music",1,"other",""
"intimate seating","intimate seating",1,"other",""
"silent auction","silent auction",1,"other",""
"mandolin-driven","mandolin driven",1,"other",""
"local favorites","local favorites",1,"other",""
"bar-game-night","bar game night",1,"other",""
"upscale restaurant","upscale restaurant",1,"other",""
"studio craft","studio craft",1,"other",""
"professional certification","professional certification",1,"other",""
"homeschooling","homeschooling",1,"other",""
"confidential","confidential",1,"other",""
"lost wax casting","lost wax casting",1,"other",""
"metalworking workshop","metalworking workshop",1,"other",""
"hands-on craft","hands on craft",1,"other",""
"political-rock","political rock",1,"other",""
"early-evening-set","early evening set",1,"other",""
"call for vendors","call for vendors",1,"other",""
"pop-up","pop up",1,"other",""
"artisan-friendly","artisan friendly",1,"other",""
"talk-show-activation","talk show activation",1,"other",""
"social-club","social club",1,"other",""
"flow-friendly","flow friendly",1,"other",""
"contra","contra",1,"other",""
"advanced-contra","advanced contra",1,"other",""
"winter-essentials-drive","winter essentials drive",1,"other",""
"spanish","spanish",1,"other",""
"pintxos","pintxos",1,"other",""
"raw-bar","raw bar",1,"other",""
"cocktail-party","cocktail party",1,"other",""
"academic lecture","academic lecture",1,"other",""
"university event","university event",1,"other",""
"free lecture","free lecture",1,"other",""
"mosaic workshop","mosaic workshop",1,"other",""
"art center venue","art center venue",1,"other",""
"valentine's themed","valentine's themed",1,"other",""
"multi-session class","multi session class",1,"other",""
"blacklight","blacklight",1,"other",""
"full-moon","full moon",1,"other",""
"baby-and-toddler","baby and toddler",1,"other",""
"caregiver-child","caregiver child",1,"other",""
"music-and-movement","music and movement",1,"other",""
"early-learning-through-play","early learning through play",1,"other",""
"herbalism","herbalism",1,"other",""
"wildcrafting","wildcrafting",1,"other",""
"jerry garcia band","jerry garcia band",1,"other",""
"contemporary circus","contemporary circus",1,"other",""
"physical theatre","physical theatre",1,"other",""
"surreal","surreal",1,"other",""
"new-years-eve celebration","new years eve celebration",1,"other",""
"community sitting","community sitting",1,"other",""
"slot car racing","slot car racing",1,"other",""
"4-inch nascar","4 inch nascar",1,"other",""
"iroc camaro","iroc camaro",1,"other",""
"classic cars","classic cars",1,"other",""
"food provided","food provided",1,"other",""
"genre-mashup","genre mashup",1,"other",""
"afrobeat","afrobeat",1,"other",""
"weekdays","weekdays",1,"other",""
"folk-funk","folk funk",1,"other",""
"live-looping","live looping",1,"other",""
"home-improvement","home improvement",1,"other",""
"home-renovation","home renovation",1,"other",""
"contractors-and-services","contractors and services",1,"other",""
"consumer-expo","consumer expo",1,"other",""
"racial healing","racial healing",1,"other",""
"facilitated dialogue","facilitated dialogue",1,"other",""
"listening circle","listening circle",1,"other",""
"collector-focused","collector focused",1,"other",""
"expert-led-seminars","expert led seminars",1,"other",""
"historic-home-tours","historic home tours",1,"other",""
"phish","phish",1,"other",""
"live broadcast","live broadcast",1,"other",""
"bar screening","bar screening",1,"other",""
"disco goddess-hosted","disco goddess hosted",1,"other",""
"funk-soul","funk soul",1,"other",""
"neo-soul","neo soul",1,"other",""
"vinyl-only","vinyl only",1,"other",""
"soundsystem","soundsystem",1,"other",""
"wellness professionals","wellness professionals",1,"other",""
"spiritual practitioners","spiritual practitioners",1,"other",""
"martial-arts-venue","martial arts venue",1,"other",""
"monthly jam","monthly jam",1,"other",""
"acoustic jazz","acoustic jazz",1,"other",""
"curated live series","curated live series",1,"other",""
"seasoned collaborators","seasoned collaborators",1,"other",""
"guided-journaling","guided journaling",1,"other",""
"halftime dance performance","halftime dance performance",1,"other",""
"national anthem singer","national anthem singer",1,"other",""
"observatory viewing","observatory viewing",1,"other",""
"telescopes","telescopes",1,"other",""
"astronomy education","astronomy education",1,"other",""
"biographical play","biographical play",1,"other",""
"ruth bader ginsburg","ruth bader ginsburg",1,"other",""
"inspiring","inspiring",1,"other",""
"thursday","thursday",1,"other",""
"sunrise viewing","sunrise viewing",1,"other",""
"new year's day","new year's day",1,"other",""
"scenic overlook","scenic overlook",1,"other",""
"paid admission","paid admission",1,"other",""
"limited attendance","limited attendance",1,"other",""
"born to fly tour","born to fly tour",1,"other",""
"festive-activities","festive activities",1,"other",""
"mind training","mind training",1,"other",""
"emotion regulation","emotion regulation",1,"other",""
"multigenerational","multigenerational",1,"other",""
"dj-focused","dj focused",1,"other",""
"peer-coaching","peer coaching",1,"other",""
"accountability","accountability",1,"other",""
"stroll-friendly","stroll friendly",1,"other",""
"ballads","ballads",1,"other",""
"lecture-demonstration","lecture demonstration",1,"other",""
"vocal-focused","vocal focused",1,"other",""
"traditional crafts","traditional crafts",1,"other",""
"live demonstrations","live demonstrations",1,"other",""
"folk artisans","folk artisans",1,"other",""
"museum educator","museum educator",1,"other",""
"quiet vibe","quiet vibe",1,"other",""
"toddler storytime","toddler storytime",1,"other",""
"ages 18 months-2 years","ages 18 months 2 years",1,"other",""
"interactive read-aloud","interactive read aloud",1,"other",""
"mind body exercise","mind body exercise",1,"other",""
"2000s music","2000s music",1,"other",""
"grammy winner","grammy winner",1,"other",""
"biltmore","biltmore",1,"other",""
"deer park trail","deer park trail",1,"other",""
"walking meetup","walking meetup",1,"other",""
"weekend-series","weekend series",1,"other",""
"scene work","scene work",1,"other",""
"ensemble teamwork","ensemble teamwork",1,"other",""
"timing and edits","timing and edits",1,"other",""
"performance skills","performance skills",1,"other",""
"political nonfiction","political nonfiction",1,"other",""
"adult readers","adult readers",1,"other",""
"local business focus","local business focus",1,"other",""
"3-5 mile","3 5 mile",1,"other",""
"headlamp-required","headlamp required",1,"other",""
"social-paced","social paced",1,"other",""
"YMCA day","ymca day",1,"other",""
"halftime performance","halftime performance",1,"other",""
"community vibe","community vibe",1,"other",""
"session","session",1,"other",""
"road race","road race",1,"other",""
"downtown course","downtown course",1,"other",""
"django reinhardt influence","django reinhardt influence",1,"other",""
"bookstore-bar","bookstore bar",1,"other",""
"drag bingo","drag bingo",1,"other",""
"80s theme","80s theme",1,"other",""
"farm-to-glass","farm to glass",1,"other",""
"pop up bar","pop up bar",1,"other",""
"seasonal cocktails","seasonal cocktails",1,"other",""
"social-deduction","social deduction",1,"other",""
"blood-on-the-clocktower","blood on the clocktower",1,"other",""
"private-room","private room",1,"other",""
"lute","lute",1,"other",""
"viola da gamba","viola da gamba",1,"other",""
"historic instruments","historic instruments",1,"other",""
"board game cafe venue","board game cafe venue",1,"other",""
"breakfast drinks","breakfast drinks",1,"other",""
"upstairs location","upstairs location",1,"other",""
"established musicians","established musicians",1,"other",""
"brewery concert series","brewery concert series",1,"other",""
"ages 5-12","ages 5 12",1,"other",""
"chef's table","chef's table",1,"other",""
"farm-to-table","farm to table",1,"other",""
"multi-course tasting","multi course tasting",1,"other",""
"winter menu","winter menu",1,"other",""
"retro glam","retro glam",1,"other",""
"late-night dance party","late night dance party",1,"other",""
"outdoor activity","outdoor activity",1,"other",""
"discounted admission","discounted admission",1,"other",""
"bizarre art","bizarre art",1,"other",""
"alternative themes","alternative themes",1,"other",""
"horn-rich","horn rich",1,"other",""
"brewery-concert","brewery concert",1,"other",""
"headliner-kevin-mccaffrey","headliner kevin mccaffrey",1,"other",""
"national-touring-comics","national touring comics",1,"other",""
"brewery-showroom","brewery showroom",1,"other",""
"tv-album-success","tv album success",1,"other",""
"lamaze","lamaze",1,"other",""
"childbirth education","childbirth education",1,"other",""
"partner-inclusive","partner inclusive",1,"other",""
"seconds sale","seconds sale",1,"other",""
"glassblowing demos","glassblowing demos",1,"other",""
"studio sale","studio sale",1,"other",""
"discounted art glass","discounted art glass",1,"other",""
"limited quantities","limited quantities",1,"other",""
"outdoor exhibition","outdoor exhibition",1,"other",""
"anniversary","anniversary",1,"other",""
"18+ seated","18+ seated",1,"other",""
"vineyard","vineyard",1,"other",""
"romantic","romantic",1,"other",""
"dubstep","dubstep",1,"other",""
"healing-focused","healing focused",1,"other",""
"brewery fun","brewery fun",1,"other",""
"dana/donation-based","dana/donation based",1,"other",""
"sunday evening","sunday evening",1,"other",""
"late show","late show",1,"other",""
"mini-canvas","mini canvas",1,"other",""
"tiny-easels","tiny easels",1,"other",""
"beer-discount","beer discount",1,"other",""
"curated music series","curated music series",1,"other",""
"live collaboration","live collaboration",1,"other",""
"local talent spotlight","local talent spotlight",1,"other",""
"tour headliner","tour headliner",1,"other",""
"on-site-signup","on site signup",1,"other",""
"ages 5-10","ages 5 10",1,"other",""
"parent-required","parent required",1,"other",""
